id;theme;soustheme;type;question;reponse
252;Sport;Records & événements;ouverte;Nombre de joueurs sur le terrain en équipe de rugby à XV;15
253;Musique;Œuvres, genres, artistes;vrai/faux;Vrai ou faux : Album 'The Dark Side of the Moon' — Pink Floyd ?;Vrai
254;Géographie;Capitales;ouverte;De quel pays Yamoussoukro est-elle la capitale ?;Côte d'Ivoire
255;Cinéma & Séries;Films, prix, répliques;ouverte;Réalisateur de 'Citizen Kane';Orson Welles
256;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Thaïlande est Berne ?;Faux (c'est Bangkok)
257;Géographie;Capitales;vrai/faux;Vrai ou faux : Zagreb est la capitale de Croatie ?;Vrai
258;Géographie;Capitales;ouverte;Quelle est la capitale de Kazakhstan ?;Astana
259;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Gustave Flaubert ?;Madame Bovary
260;Géographie;Capitales;vrai/faux;Vrai ou faux : Windhoek est la capitale de Namibie ?;Vrai
261;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Bahamas est Montevideo ?;Faux (c'est Nassau)
262;Géographie;Capitales;ouverte;De quel pays Stockholm est-elle la capitale ?;Suède
263;Géographie;Capitales;ouverte;Quelle est la capitale de Argentine ?;Buenos Aires
264;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Chypre est Dublin ?;Faux (c'est Nicosie)
265;Musique;Œuvres, genres, artistes;ouverte;Compositeur du 'Boléro';Maurice Ravel
266;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Naguib Mahfouz ?;Impasse des deux palais
267;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à Hannah Arendt ?;La banalité du mal
268;Géographie;Capitales;ouverte;De quel pays Buenos Aires est-elle la capitale ?;Argentine
269;Musique;Œuvres, genres, artistes;ouverte;Chanteuse de 'Formation';Beyoncé
270;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Mali est Mascate ?;Faux (c'est Bamako)
271;Géographie;Capitales;vrai/faux;Vrai ou faux : Pretoria est la capitale de Afrique du Sud ?;Vrai
272;Transports & Explorations;Explorations & engins;vrai/faux;Vrai ou faux : Autoroute maritime reliant Atlantique et Pacifique — Canal de Panama ?;Vrai
273;Géographie;Capitales;ouverte;Quelle est la capitale de Iran ?;Téhéran
274;Musique;Œuvres, genres, artistes;vrai/faux;Vrai ou faux : Opéra 'La Traviata' — Giuseppe Verdi ?;Vrai
275;Géographie;Capitales;ouverte;Quelle est la capitale de Tanzanie ?;Dodoma
276;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « La Création d'Adam » est de Michel-Ange ?;Vrai
277;Sport;Records & événements;ouverte;Inventeur du basket-ball;James Naismith
278;Politique & Institutions;Chefs d'État & organisations;ouverte;Premier président de la Ve République française;Charles de Gaulle
279;Géographie;Capitales;ouverte;De quel pays Bamako est-elle la capitale ?;Mali
280;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Traité de Versailles ?;1919
281;Nature & Environnement;Faune, flore et climat;vrai/faux;Vrai ou faux : Espèce d'ours menacée en Chine — Panda géant ?;Vrai
282;Cinéma & Séries;Films, prix, répliques;ouverte;Réalisateur de 'Inception';Christopher Nolan
283;Société & Médias;Réseaux, slogans, démographie;vrai/faux;Vrai ou faux : Terme pour désigner les faux comptes sur les réseaux sociaux — Bots ?;Vrai
284;Géographie;Capitales;vrai/faux;Vrai ou faux : Skopje est la capitale de Macédoine du Nord ?;Vrai
285;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Ieoh Ming Pei ?;Pyramide du Louvre
286;Géographie;Capitales;ouverte;Quelle est la capitale de Cambodge ?;Phnom Penh
287;Médecine & Corps humain;Anatomie/Soins;ouverte;Gaz utilisé pour l'anesthésie au XIXe siècle (gaz hilarant);Protoxyde d'azote
288;Musique;Œuvres, genres, artistes;ouverte;Auteur de 'No Woman, No Cry';Bob Marley
289;Technologies du quotidien;Objets & internet;vrai/faux;Vrai ou faux : Format d'image compressé avec pertes — JPEG ?;Vrai
290;Nature & Environnement;Faune, flore et climat;vrai/faux;Vrai ou faux : Oiseau incapable de voler, emblème de la Nouvelle-Zélande — Kiwi ?;Vrai
291;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Djibouti est La Valette ?;Faux (c'est Djibouti)
292;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à John Locke ?;L'empirisme
293;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Paraguay est San Salvador ?;Faux (c'est Asuncion)
294;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à George de Mestral ?;Velcro
295;Sport;Records & événements;vrai/faux;Vrai ou faux : Pays d'origine du sumo — Japon ?;Vrai
296;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Smartphone (premier iPhone) est associé(e) à Apple (Steve Jobs) ?;Vrai
297;Géographie;Capitales;ouverte;Quelle est la capitale de Nigeria ?;Abuja
298;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Krach de Wall Street ?;1929
299;Histoire;Dates clés;vrai/faux;Vrai ou faux : Couronnement de Napoléon Ier a eu lieu en 1804 ?;Vrai
300;Géographie;Capitales;ouverte;De quel pays N'Djamena est-elle la capitale ?;Tchad
301;Géographie;Capitales;ouverte;Quelle est la capitale de Costa Rica ?;San José
302;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Guerre et Paix » est de Léon Tolstoï ?;Vrai
303;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1865 ?;Abolition de l'esclavage aux États-Unis
304;Nature & Environnement;Faune, flore et climat;ouverte;Oiseau incapable de voler, emblème de la Nouvelle-Zélande;Kiwi
305;Langue française & Linguistique;Mots, figures et étymologie;vrai/faux;Vrai ou faux : Origine latine du mot 'agriculture' — ager (champ) + cultura (culture) ?;Vrai
306;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Teflon ?;Roy Plunkett
307;Géographie;Capitales;vrai/faux;Vrai ou faux : Washington est la capitale de États-Unis ?;Vrai
308;Cinéma & Séries;Films, prix, répliques;vrai/faux;Vrai ou faux : Compositeur de 'Le Bon, la Brute et le Truand' — Ennio Morricone ?;Vrai
309;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Relativité restreinte ?;Albert Einstein
310;Sport;Records & événements;vrai/faux;Vrai ou faux : Score parfait au bowling — 300 ?;Vrai
311;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Kazakhstan est Amman ?;Faux (c'est Astana)
312;Société & Médias;Réseaux, slogans, démographie;vrai/faux;Vrai ou faux : Journal satirique français fondé en 1970 — Le Canard enchaîné ?;Vrai
313;Cinéma & Séries;Films, prix, répliques;vrai/faux;Vrai ou faux : Acteur principal de 'Le Fabuleux Destin d'Amélie Poulain' — Audrey Tautou ?;Vrai
314;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Le Procès » ?;Franz Kafka
315;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Huis clos » est de Jean-Paul Sartre ?;Vrai
316;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à William Shakespeare ?;Hamlet
317;Philosophie & Pensée;Concepts clés;vrai/faux;Vrai ou faux : Thomas Hobbes est lié à Le Léviathan ?;Vrai
318;Géographie;Capitales;ouverte;Quelle est la capitale de Cameroun ?;Yaoundé
319;Philosophie & Pensée;Concepts clés;ouverte;Quel philosophe associe-t-on à : L'absurde ?;Albert Camus
320;Géographie;Capitales;ouverte;De quel pays Kuala Lumpur est-elle la capitale ?;Malaisie
321;Médecine & Corps humain;Anatomie/Soins;ouverte;Enzyme qui dégrade l'amidon dans la salive;Amylase
322;Musique;Œuvres, genres, artistes;vrai/faux;Vrai ou faux : Chanteuse de 'Formation' — Beyoncé ?;Vrai
323;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Voltaire ?;Candide
324;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Leonard de Vinci ?;La Joconde
325;Transports & Explorations;Explorations & engins;ouverte;Nom du rover martien arrivé en 2021;Perseverance
326;Transports & Explorations;Explorations & engins;vrai/faux;Vrai ou faux : Explorateur du pôle Sud en 1911 — Roald Amundsen ?;Vrai
327;Droit & Justice;Institutions & textes;ouverte;Déclaration des droits de l'homme et du citoyen : année;1789
328;Géographie;Capitales;vrai/faux;Vrai ou faux : Port of Spain est la capitale de Trinité-et-Tobago ?;Vrai
329;Droit & Justice;Institutions & textes;vrai/faux;Vrai ou faux : Institution qui contrôle la constitutionnalité des lois en France — Conseil constitutionnel ?;Vrai
330;Économie & Finance;Concepts & crises;vrai/faux;Vrai ou faux : Indice boursier phare de la France — CAC 40 ?;Vrai
331;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Hannah Arendt ?;Les Origines du totalitarisme
332;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « Les Joueurs de cartes » ?;Paul Cézanne
333;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « La Guerre des mondes » est de H. G. Wells ?;Vrai
334;Économie & Finance;Concepts & crises;ouverte;Crise financière mondiale liée aux subprimes;2008
335;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à Jean-Jacques Rousseau ?;Le contrat social
336;Technologies du quotidien;Objets & internet;ouverte;Entreprise créatrice d'Alexa;Amazon
337;Médecine & Corps humain;Anatomie/Soins;vrai/faux;Vrai ou faux : Partie de l'œil responsable de la vision des couleurs — Les cônes ?;Vrai
338;Économie & Finance;Concepts & crises;ouverte;Pays ayant connu l'hyperinflation en 1923;Allemagne
339;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Cuba est Dakar ?;Faux (c'est La Havane)
340;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Burundi est Nicosie ?;Faux (c'est Gitega)
341;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « La Classe de danse » ?;Edgar Degas
342;Géographie;Capitales;ouverte;De quel pays Pékin est-elle la capitale ?;Chine
343;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Uruguay est Katmandou ?;Faux (c'est Montevideo)
344;Chronologies & Premières fois;Pionniers & records;ouverte;Premier film en couleurs aux Oscars (1939);Autant en emporte le vent
345;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Orgueil et Préjugés » est de Jane Austen ?;Vrai
346;Théâtre & Danse;Pièces, opéras, ballets;vrai/faux;Vrai ou faux : Fondateur de la danse contemporaine américaine (mouvements 'chance') — Merce Cunningham ?;Vrai
347;Géographie;Capitales;ouverte;De quel pays Wellington est-elle la capitale ?;Nouvelle-Zélande
348;Géographie;Capitales;ouverte;De quel pays Bagdad est-elle la capitale ?;Irak
349;Sport;Records & événements;vrai/faux;Vrai ou faux : Art martial utilisant projections et immobilisations — Judo ?;Vrai
350;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Hieronymus Bosch ?;Le Jardin des délices
351;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Georges Perec ?;La Disparition
352;Philosophie & Pensée;Concepts clés;vrai/faux;Vrai ou faux : Hannah Arendt est lié à La banalité du mal ?;Vrai
353;Géographie;Capitales;ouverte;De quel pays Antananarivo est-elle la capitale ?;Madagascar
354;Droit & Justice;Institutions & textes;ouverte;Première femme à présider la Cour européenne des droits de l'homme;Elisabeth Steiner
355;Géographie;Capitales;ouverte;De quel pays Madrid est-elle la capitale ?;Espagne
356;Médecine & Corps humain;Anatomie/Soins;ouverte;Nom scientifique du globule rouge;Érythrocyte
357;Cinéma & Séries;Films, prix, répliques;ouverte;Personnage qui dit 'Hasta la vista, baby';Terminator
358;Géographie;Capitales;ouverte;De quel pays Prague est-elle la capitale ?;Tchéquie
359;Géographie;Capitales;ouverte;Quelle est la capitale de Macédoine du Nord ?;Skopje
360;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Denis Diderot ?;Jacques le fataliste
361;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Neil Gaiman ?;American Gods
362;Géographie;Capitales;vrai/faux;Vrai ou faux : Ankara est la capitale de Turquie ?;Vrai
363;Géographie;Capitales;vrai/faux;Vrai ou faux : Erevan est la capitale de Arménie ?;Vrai
364;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à Gilles Deleuze ?;Le rhizome
365;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de République démocratique du Congo est Managua ?;Faux (c'est Kinshasa)
366;Géographie;Capitales;ouverte;De quel pays Mascate est-elle la capitale ?;Oman
367;Géographie;Capitales;ouverte;Quelle est la capitale de Canada ?;Ottawa
368;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Astérix le Gaulois » est de René Goscinny ?;Vrai
369;Culture populaire;BD, mangas, jeux vidéo;ouverte;Créateur de 'Dragon Ball';Akira Toriyama
370;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « Sagrada Família » ?;Antoni Gaudí
371;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Relativité restreinte est associé(e) à Albert Einstein ?;Vrai
372;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « La Naissance de Vénus » est de Sandro Botticelli ?;Vrai
373;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Suisse est Bratislava ?;Faux (c'est Berne)
374;Cinéma & Séries;Films, prix, répliques;vrai/faux;Vrai ou faux : Série se déroulant à Westeros — Game of Thrones ?;Vrai
375;Médecine & Corps humain;Anatomie/Soins;vrai/faux;Vrai ou faux : Découverte du vaccin contre la variole — Edward Jenner ?;Vrai
376;Théâtre & Danse;Pièces, opéras, ballets;vrai/faux;Vrai ou faux : Ballet 'Le Lac des cygnes' compositeur — Tchaïkovski ?;Vrai
377;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Michel-Ange ?;La Création d'Adam
378;Gastronomie;Plats & produits;vrai/faux;Vrai ou faux : Invention du sandwich attribuée au — Comte de Sandwich ?;Vrai
379;Philosophie & Pensée;Concepts clés;vrai/faux;Vrai ou faux : Albert Camus est lié à L'absurde ?;Vrai
380;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « Villa Savoye » ?;Le Corbusier
381;Histoire;Dates clés;vrai/faux;Vrai ou faux : Début de la Première Guerre mondiale a eu lieu en 1914 ?;Vrai
382;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Laos est Kinshasa ?;Faux (c'est Vientiane)
383;Économie & Finance;Concepts & crises;vrai/faux;Vrai ou faux : Théorie de la 'main invisible' — Adam Smith ?;Vrai
384;Géographie;Capitales;ouverte;Quelle est la capitale de Serbie ?;Belgrade
385;Sport;Records & événements;ouverte;Nom du trophée du vainqueur du Tour de France;Maillot jaune
386;Géographie;Capitales;ouverte;De quel pays Koweït est-elle la capitale ?;Koweït
387;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Edgar Degas ?;La Classe de danse
388;Géographie;Capitales;vrai/faux;Vrai ou faux : Copenhague est la capitale de Danemark ?;Vrai
389;Géographie;Capitales;ouverte;De quel pays Budapest est-elle la capitale ?;Hongrie
390;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à Martin Heidegger ?;L'Être et le Temps
391;Géographie;Capitales;ouverte;De quel pays Victoria est-elle la capitale ?;Seychelles
392;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Luxembourg est Koweït ?;Faux (c'est Luxembourg)
393;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Claude Monet ?;Impression, soleil levant
394;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Frankenstein » est de Mary Shelley ?;Vrai
395;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Guerre et Paix » ?;Léon Tolstoï
396;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Cent ans de solitude » est de Gabriel García Márquez ?;Vrai
397;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Brunei est Panama ?;Faux (c'est Bandar Seri Begawan)
398;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Marcel Proust ?;À la recherche du temps perdu
399;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Le Comte de Monte-Cristo » ?;Alexandre Dumas
400;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Kenya est Asmara ?;Faux (c'est Nairobi)
401;Géographie;Capitales;ouverte;De quel pays Yaoundé est-elle la capitale ?;Cameroun
402;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Nicaragua est Bucarest ?;Faux (c'est Managua)
403;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Serbie est Canberra ?;Faux (c'est Belgrade)
404;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à Alfred Nobel ?;Dynamite
405;Cinéma & Séries;Films, prix, répliques;ouverte;Studio à l'origine de 'Toy Story';Pixar
406;Nature & Environnement;Faune, flore et climat;ouverte;Couche d'ozone protège de quel type de rayons ?;UV
407;Cinéma & Séries;Films, prix, répliques;ouverte;Série se déroulant à Westeros;Game of Thrones
408;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Traité de Maastricht ?;1992
409;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Myanmar est Guatemala ?;Faux (c'est Naypyidaw)
410;Géographie;Capitales;ouverte;De quel pays Astana est-elle la capitale ?;Kazakhstan
411;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à Nicéphore Niépce ?;Photographie
